gid,n,e,tmpl_acl,prune_s,err
30520,60,256,4.317,0.01,
30521,60,259,4.45,0.01,
30522,60,277,4.483,0.01,
30523,60,319,4.667,0.01,
30524,60,319,4.667,0.01,
30525,60,327,4.533,0.01,
30526,60,327,4.533,0.01,
30527,60,356,4.717,0.01,
30528,60,356,4.717,0.01,
30529,68,102,2.912,0.01,
30530,68,102,2.912,0.01,
30531,68,88,2.471,0.0,
30532,68,88,2.471,0.0,
30533,68,85,2.544,0.0,
30534,68,85,2.544,0.0,
30535,68,186,4.0,0.01,
30536,68,186,4.0,0.01,
30537,68,180,3.912,0.01,
30538,68,180,3.912,0.01,
30539,68,181,3.941,0.01,
30540,68,181,3.941,0.01,
30541,68,278,4.721,0.01,
30542,68,278,4.721,0.01,
30543,68,272,4.824,0.01,
30544,68,272,4.824,0.01,
30545,68,258,4.662,0.01,
30546,68,258,4.662,0.01,
30547,68,235,4.324,0.01,
30548,68,235,4.324,0.01,
30549,68,242,4.544,0.01,
30550,68,242,4.544,0.01,
30551,68,235,4.574,0.01,
30552,68,235,4.574,0.01,
30553,68,347,4.926,0.01,
30554,68,345,5.0,0.01,
30555,68,351,5.059,0.01,
30556,68,435,5.221,0.01,
30557,68,435,5.221,0.01,
30558,68,424,5.309,0.01,
30559,68,424,5.309,0.01,
30560,68,425,5.235,0.01,
30561,68,425,5.235,0.01,
30562,76,105,2.829,0.01,
30563,76,105,2.829,0.01,
30564,76,112,3.092,0.01,
30565,76,112,3.092,0.01,
30566,76,105,2.908,0.01,
30567,76,105,2.908,0.01,
30568,76,235,4.763,0.01,
30569,76,235,4.763,0.01,
30570,76,255,4.737,0.01,
30571,76,255,4.737,0.01,
30572,76,250,4.974,0.01,
30573,76,250,4.974,0.01,
30574,76,335,4.908,0.01,
30575,76,335,4.908,0.01,
30576,76,337,5.026,0.01,
30577,76,337,5.026,0.01,
30578,76,335,5.184,0.01,
30579,76,335,5.184,0.01,
30580,76,294,5.171,0.01,
30581,76,294,5.171,0.01,
30582,76,323,5.066,0.01,
30583,76,323,5.066,0.01,
30584,76,310,5.197,0.01,
30585,76,310,5.197,0.01,
30586,76,441,5.553,0.01,
30587,76,457,5.447,0.01,
30588,76,448,5.605,0.01,
30589,76,553,5.737,0.01,
30590,76,553,5.737,0.01,
30591,76,527,5.553,0.01,
30592,76,527,5.553,0.01,
30593,76,538,5.789,0.01,
30594,76,538,5.789,0.01,
30595,84,151,3.798,0.01,
30596,84,151,3.798,0.01,
30597,84,130,3.226,0.01,
30598,84,130,3.226,0.01,
30599,84,127,3.214,0.01,
30600,84,127,3.214,0.01,
30601,84,270,5.143,0.02,
30602,84,270,5.143,0.02,
30603,84,288,5.131,0.02,
30604,84,288,5.131,0.02,
30605,84,291,5.155,0.02,
30606,84,291,5.155,0.02,
30607,84,416,5.833,0.02,
30608,84,416,5.833,0.02,
30609,84,429,5.798,0.02,
30610,84,429,5.798,0.02,
30611,84,454,5.905,0.02,
30612,84,454,5.905,0.02,
30613,84,353,5.714,0.01,
30614,84,353,5.714,0.01,
30615,84,370,5.548,0.02,
30616,84,370,5.548,0.02,
30617,84,372,5.56,0.01,
30618,84,372,5.56,0.01,
30619,84,536,6.25,0.01,
30620,84,530,5.988,0.01,
30621,84,551,6.095,0.02,
30622,84,654,6.31,0.02,
30623,84,654,6.31,0.02,
30624,84,676,6.238,0.01,
30625,84,676,6.238,0.01,
30626,84,699,6.298,0.02,
30627,84,699,6.298,0.02,
30628,92,161,3.88,0.02,
30629,92,161,3.88,0.01,
30630,92,160,3.826,0.01,
30631,92,160,3.826,0.01,
30632,92,156,3.717,0.01,
30633,92,156,3.717,0.01,
30634,92,356,5.685,0.02,
30635,92,356,5.685,0.02,
30636,92,343,5.587,0.02,
30637,92,343,5.587,0.04,
30638,92,383,5.848,0.03,
30639,92,383,5.848,0.03,
30640,92,526,6.207,0.04,
30641,92,526,6.207,0.03,
30642,92,463,6.011,0.03,
30643,92,463,6.011,0.03,
30644,92,530,6.38,0.03,
30645,92,530,6.38,0.02,
30646,92,448,6.239,0.02,
30647,92,448,6.239,0.02,
30648,92,439,6.011,0.02,
30649,92,439,6.011,0.02,
30650,92,472,6.12,0.02,
30651,92,472,6.12,0.02,
30652,92,649,6.696,0.02,
30653,92,634,6.728,0.02,
30654,92,685,6.685,0.02,
30655,92,829,6.946,0.02,
30656,92,829,6.946,0.02,
30657,92,761,6.783,0.02,
30658,92,761,6.783,0.02,
30659,92,824,6.859,0.02,
30660,92,824,6.859,0.02,
30661,100,204,4.72,0.02,
30662,100,204,4.72,0.02,
30663,100,184,4.01,0.02,
30664,100,184,4.01,0.02,
30665,100,185,3.9,0.02,
30666,100,185,3.9,0.02,
30667,100,421,6.28,0.02,
30668,100,421,6.28,0.02,
30669,100,398,6.08,0.03,
30670,100,398,6.08,0.03,
30671,100,424,6.16,0.02,
30672,100,424,6.16,0.02,
30673,100,599,6.72,0.03,
30674,100,599,6.72,0.02,
30675,100,639,6.93,0.02,
30676,100,639,6.93,0.02,
30677,100,650,6.89,0.03,
30678,100,650,6.89,0.03,
30679,100,529,6.76,0.02,
30680,100,529,6.76,0.02,
30681,100,522,6.5,0.02,
30682,100,522,6.5,0.02,
30683,100,546,6.69,0.02,
30684,100,546,6.69,0.02,
30685,100,776,7.14,0.04,
30686,100,753,7.11,0.03,
30687,100,779,7.09,0.04,
30688,100,964,7.24,0.04,
30689,100,964,7.24,0.04,
30690,100,993,7.39,0.03,
30691,100,993,7.39,0.03,
30692,100,998,7.36,0.03,
30693,100,998,7.36,0.02,
30694,108,234,4.722,0.03,
30695,108,234,4.722,0.03,
30696,108,223,4.741,0.03,
30697,108,223,4.741,0.03,
30698,108,216,4.509,0.03,
30699,108,216,4.509,0.03,
30700,108,482,6.704,0.04,
30701,108,482,6.704,0.06,
30702,108,506,6.833,0.06,
30703,108,506,6.833,0.06,
30704,108,522,6.787,0.05,
30705,108,522,6.787,0.05,
30706,108,695,7.324,0.06,
30707,108,695,7.324,0.06,
30708,108,730,7.352,0.05,
30709,108,730,7.352,0.04,
30710,108,706,7.444,0.03,
30711,108,706,7.444,0.03,
30712,108,612,7.046,0.04,
30713,108,612,7.046,0.04,
30714,108,646,7.343,0.03,
30715,108,646,7.343,0.03,
30716,108,674,7.343,0.03,
30717,108,674,7.343,0.03,
30718,108,916,7.694,0.03,
30719,108,915,7.704,0.04,
30720,108,932,7.787,0.03,
30721,108,1143,7.824,0.03,
30722,108,1143,7.824,0.03,
30723,108,1141,7.898,0.03,
30724,108,1141,7.898,0.03,
30725,108,1133,7.87,0.03,
30726,108,1133,7.87,0.03,
30727,120,315,5.675,0.03,
30728,120,315,5.675,0.03,
30729,120,301,5.7,0.03,
30730,120,301,5.7,0.03,
30731,120,272,5.65,0.03,
30732,120,272,5.65,0.04,
30733,120,588,7.45,0.05,
30734,120,588,7.45,0.05,
30735,120,625,7.483,0.03,
30736,120,625,7.483,0.04,
30737,120,586,7.392,0.04,
30738,120,586,7.392,0.05,
30739,120,850,8.083,0.03,
30740,120,850,8.083,0.03,
30741,120,909,8.217,0.05,
30742,120,909,8.217,0.05,
30743,120,853,8.267,0.03,
30744,120,853,8.267,0.03,
30745,120,753,7.867,0.03,
30746,120,753,7.867,0.03,
30747,120,794,7.933,0.04,
30748,120,794,7.933,0.04,
30749,120,764,7.967,0.04,
30750,120,764,7.967,0.04,
30751,120,1129,8.475,0.04,
30752,120,1133,8.442,0.03,
30753,120,1106,8.425,0.04,
30754,120,1364,8.625,0.03,
30755,120,1364,8.625,0.03,
30756,120,1426,8.617,0.03,
30757,120,1426,8.617,0.05,
30758,120,1366,8.608,0.06,
30759,120,1366,8.608,0.06,
30760,132,338,6.295,0.07,
30761,132,338,6.295,0.07,
30762,132,350,6.682,0.06,
30763,132,350,6.682,0.07,
30764,132,324,6.341,0.07,
30765,132,324,6.341,0.05,
30766,132,709,8.121,0.05,
30767,132,709,8.121,0.05,
30768,132,757,8.265,0.05,
30769,132,757,8.265,0.05,
30770,132,720,8.197,0.05,
30771,132,720,8.197,0.05,
30772,132,1065,8.803,0.06,
30773,132,1065,8.803,0.1,
30774,132,1094,8.795,0.11,
30775,132,1094,8.795,0.11,
30776,132,1053,8.947,0.06,
30777,132,1053,8.947,0.06,
30778,132,890,8.659,0.08,
30779,132,890,8.659,0.08,
30780,132,961,8.508,0.06,
30781,132,961,8.508,0.04,
30782,132,925,8.72,0.05,
30783,132,925,8.72,0.05,
30784,132,1324,9.197,0.04,
30785,132,1376,9.136,0.05,
30786,132,1345,9.061,0.05,
30787,132,1674,9.402,0.06,
30788,132,1674,9.402,0.07,
30789,132,1723,9.364,0.05,
30790,132,1723,9.364,0.05,
30791,132,1687,9.455,0.04,
30792,132,1687,9.455,0.04,
30793,148,445,7.534,0.07,
30794,148,445,7.534,0.07,
30795,148,426,7.541,0.08,
30796,148,426,7.541,0.08,
30797,148,411,7.02,0.07,
30798,148,411,7.02,0.07,
30799,148,953,9.378,0.09,
30800,148,953,9.378,0.09,
30801,148,958,9.561,0.07,
30802,148,958,9.561,0.07,
30803,148,941,9.432,0.08,
30804,148,941,9.432,0.08,
30805,148,1371,9.993,0.09,
30806,148,1371,9.993,0.09,
30807,148,1360,10.074,0.06,
30808,148,1360,10.074,0.06,
30809,148,1333,9.959,0.08,
30810,148,1333,9.959,0.08,
30811,148,1180,9.838,0.06,
30812,148,1180,9.838,0.06,
30813,148,1232,9.973,0.06,
30814,148,1232,9.973,0.06,
30815,148,1225,9.838,0.08,
30816,148,1225,9.838,0.07,
30817,148,1729,10.236,0.07,
30818,148,1743,10.304,0.05,
30819,148,1767,10.338,0.07,
30820,148,2147,10.48,0.06,
30821,148,2147,10.48,0.06,
30822,148,2144,10.466,0.07,
30823,148,2144,10.466,0.07,
30824,148,2152,10.453,0.06,
30825,148,2152,10.453,0.06,
30826,160,532,8.256,0.11,
30827,160,532,8.256,0.11,
30828,160,518,8.375,0.12,
30829,160,518,8.375,0.18,
30830,160,487,7.869,0.17,
30831,160,487,7.869,0.17,
30832,160,1091,10.05,0.15,
30833,160,1091,10.05,0.15,
30834,160,1146,10.125,0.15,
30835,160,1146,10.125,0.15,
30836,160,1061,10.169,0.15,
30837,160,1061,10.169,0.09,
30838,160,1553,10.644,0.08,
30839,160,1553,10.644,0.08,
30840,160,1647,10.669,0.13,
30841,160,1647,10.669,0.13,
30842,160,1572,10.637,0.08,
30843,160,1572,10.637,0.08,
30844,160,1353,10.394,0.1,
30845,160,1353,10.394,0.16,
30846,160,1468,10.694,0.14,
30847,160,1468,10.694,0.14,
30848,160,1392,10.512,0.18,
30849,160,1392,10.512,0.18,
30850,160,1997,10.95,0.13,
30851,160,2051,11.069,0.1,
30852,160,2015,11.019,0.13,
30853,160,2487,11.213,0.09,
30854,160,2487,11.213,0.08,
30855,160,2562,11.113,0.12,
30856,160,2562,11.113,0.12,
30857,160,2540,11.162,0.1,
30858,160,2540,11.162,0.1,
30859,176,637,9.227,0.14,
30860,176,637,9.227,0.14,
30861,176,642,9.562,0.21,
30862,176,642,9.562,0.21,
30863,176,605,9.33,0.24,
30864,176,605,9.33,0.24,
30865,176,1349,11.125,0.25,
30866,176,1349,11.125,0.25,
30867,176,1350,11.33,0.21,
30868,176,1350,11.33,0.21,
30869,176,1269,11.205,0.19,
30870,176,1269,11.205,0.2,
30871,176,1879,11.733,0.2,
30872,176,1879,11.733,0.21,
30873,176,1873,11.631,0.2,
30874,176,1873,11.631,0.2,
30875,176,1839,11.653,0.2,
30876,176,1839,11.653,0.2,
30877,176,1707,11.466,0.16,
30878,176,1707,11.466,0.15,
30879,176,1734,11.636,0.1,
30880,176,1734,11.636,0.1,
30881,176,1672,11.682,0.12,
30882,176,1672,11.682,0.12,
30883,176,2495,11.989,0.14,
30884,176,2471,12.051,0.12,
30885,176,2437,12.051,0.14,
30886,176,3015,12.125,0.12,
30887,176,3015,12.125,0.12,
30888,176,3016,12.165,0.14,
30889,176,3016,12.165,0.14,
30890,176,2990,12.159,0.12,
30891,176,2990,12.159,0.12,
31350,50,97,2.64,0.0,
31351,50,102,3.04,0.0,
31352,50,122,2.9,0.0,
31353,50,108,3.08,0.0,
31354,50,122,2.98,0.0,
31355,50,108,3.08,0.0,
31356,100,200,4.3,0.02,
31357,100,204,4.75,0.02,
31358,100,257,4.52,0.02,
31359,100,212,5.03,0.02,
31360,100,271,4.91,0.02,
31361,100,212,5.03,0.02,
31362,100,271,4.91,0.02,
31500,10,24,1.7,0.0,
31501,10,24,1.7,0.0,
31502,10,24,1.8,0.0,
31503,10,24,1.8,0.0,
31504,10,24,1.6,0.0,
31505,108,318,5.972,0.03,
31506,108,318,6.065,0.03,
31507,108,318,6.074,0.03,
31508,108,318,6.167,0.03,
31509,108,318,6.296,0.03,
31510,11,27,1.636,0.0,
31511,11,27,1.909,0.0,
31512,11,27,1.818,0.0,
31513,11,27,1.818,0.0,
31514,11,27,1.727,0.0,
31515,121,357,6.512,0.05,
31516,121,357,6.364,0.05,
31517,121,357,6.537,0.05,
31518,121,357,6.579,0.05,
31519,121,357,6.793,0.05,
31520,13,33,1.923,0.0,
31521,13,33,1.846,0.0,
31522,13,33,2.077,0.0,
31523,13,33,2.0,0.0,
31524,13,33,1.692,0.0,
31525,136,402,7.213,0.06,
31526,136,402,7.14,0.06,
31527,136,402,7.022,0.06,
31528,136,402,7.265,0.06,
31529,136,402,7.243,0.06,
31530,14,36,1.929,0.0,
31531,14,36,1.786,0.0,
31532,14,36,1.857,0.0,
31533,14,36,1.929,0.0,
31534,14,36,1.857,0.0,
31535,152,450,7.612,0.08,
31536,152,450,7.849,0.08,
31537,152,450,7.941,0.08,
31538,152,450,7.855,0.08,
31539,152,450,7.803,0.08,
31540,16,42,2.0,0.0,
31541,16,42,2.0,0.0,
31542,16,42,1.875,0.0,
31543,16,42,2.0,0.0,
31544,16,42,2.0,0.0,
31545,170,504,8.476,0.14,
31546,170,504,8.359,0.13,
31547,170,504,8.788,0.14,
31548,170,504,8.694,0.14,
31549,170,504,8.618,0.14,
31550,18,48,2.056,0.0,
31551,18,48,2.222,0.0,
31552,18,48,2.111,0.0,
31553,18,48,2.167,0.0,
31554,18,48,2.111,0.0,
31560,20,54,2.05,0.0,
31561,20,54,2.3,0.0,
31562,20,54,2.25,0.0,
31563,20,54,2.1,0.0,
31564,20,54,2.15,0.0,
31570,22,60,2.136,0.0,
31571,22,60,2.273,0.0,
31572,22,60,2.318,0.0,
31573,22,60,2.182,0.0,
31574,22,60,2.136,0.0,
31580,25,69,2.16,0.0,
31581,25,69,2.52,0.0,
31582,25,69,2.32,0.0,
31583,25,69,2.28,0.0,
31584,25,69,2.36,0.0,
31590,28,78,2.5,0.0,
31591,28,78,2.536,0.0,
31592,28,78,2.536,0.0,
31593,28,78,2.607,0.0,
31594,28,78,2.536,0.0,
31600,31,87,2.581,0.0,
31601,31,87,2.516,0.0,
31602,31,87,2.774,0.0,
31603,31,87,2.742,0.0,
31604,31,87,2.613,0.0,
31610,35,99,2.829,0.0,
31611,35,99,2.771,0.0,
31612,35,99,2.771,0.0,
31613,35,99,2.914,0.0,
31614,35,99,2.857,0.0,
31620,39,111,2.974,0.0,
31621,39,111,3.026,0.0,
31622,39,111,3.051,0.0,
31623,39,111,3.051,0.0,
31624,39,111,3.128,0.0,
31630,44,126,3.386,0.0,
31631,44,126,3.318,0.0,
31632,44,126,3.432,0.0,
31633,44,126,3.182,0.0,
31634,44,126,3.5,0.0,
31640,49,141,3.51,0.0,
31641,49,141,3.449,0.0,
31642,49,141,3.612,0.0,
31643,49,141,3.469,0.0,
31644,49,141,3.551,0.0,
31650,55,159,3.891,0.0,
31651,55,159,3.764,0.0,
31652,55,159,3.745,0.0,
31653,55,159,3.709,0.0,
31654,55,159,3.673,0.0,
31660,61,177,4.164,0.01,
31661,61,177,3.984,0.01,
31662,61,177,4.164,0.01,
31663,61,177,4.164,0.01,
31664,61,177,3.803,0.01,
31670,69,201,4.246,0.01,
31671,69,201,4.406,0.01,
31672,69,201,4.478,0.01,
31673,69,201,4.58,0.01,
31674,69,201,4.319,0.01,
31677,77,225,4.61,0.02,
31678,77,225,4.883,0.01,
31679,77,225,4.455,0.01,
31680,77,225,4.831,0.01,
31681,77,225,4.766,0.01,
31682,86,252,5.198,0.01,
31683,86,252,4.895,0.01,
31684,86,252,5.267,0.01,
31685,86,252,5.186,0.01,
31686,86,252,5.233,0.02,
31687,96,282,5.646,0.02,
31688,96,282,5.552,0.02,
31689,96,282,5.448,0.02,
31690,96,282,5.469,0.02,
31691,96,282,5.469,0.02,
31800,10,18,1.4,0.0,
31801,22,48,2.364,0.0,
31802,16,33,1.5,0.0,
31803,9,27,1.889,0.0,
31804,15,45,2.133,0.0,
31805,35,82,2.8,0.0,
31806,25,56,2.12,0.0,
31807,15,30,1.733,0.0,
31808,24,72,2.542,0.0,
31809,16,48,2.188,0.0,
31810,21,45,2.333,0.0,
31811,36,85,2.528,0.0,
31812,51,125,3.137,0.0,
31813,15,45,2.0,0.0,
31814,25,75,2.48,0.0,
31815,40,120,3.2,0.0,
31816,70,177,3.7,0.01,
31817,49,120,3.02,0.0,
31818,28,63,2.321,0.0,
31819,18,54,1.944,0.0,
31820,54,162,3.574,0.0,
31821,36,108,2.889,0.0,
31822,92,238,4.217,0.02,
31823,36,84,2.694,0.0,
31824,64,161,3.406,0.01,
31825,28,84,2.321,0.0,
31826,77,231,4.117,0.01,
31827,49,147,3.204,0.0,
31828,117,308,4.709,0.03,
31829,45,108,2.822,0.0,
31830,81,208,3.877,0.01,
31831,96,288,4.365,0.02,
31832,64,192,3.5,0.01,
31833,32,96,2.344,0.0,
31834,100,261,4.18,0.02,
31835,145,387,5.221,0.07,
31836,55,135,3.109,0.01,
31837,81,243,3.864,0.01,
31838,126,378,4.889,0.05,
31839,45,135,2.667,0.0,
31840,66,165,3.348,0.01,
31841,121,320,4.603,0.05,
31842,176,475,5.67,0.1,
31843,50,150,2.72,0.0,
31844,100,300,4.08,0.02,
31845,150,450,5.18,0.06,
31847,78,198,3.628,0.01,
31848,144,385,4.993,0.05,
31849,66,198,3.03,0.01,
31850,121,363,4.397,0.03,
31852,169,456,5.379,0.09,
31853,91,234,3.879,0.02,
31856,72,216,3.028,0.01,
31857,144,432,4.604,0.05,
31860,105,273,4.105,0.03,
31861,169,507,4.905,0.08,
31863,91,273,3.462,0.02,
31864,120,315,4.35,0.03,
31869,98,294,3.469,0.02,
31871,136,360,4.691,0.04,
31874,120,360,3.733,0.03,
31877,153,408,5.007,0.07,
31879,128,384,3.75,0.03,
31884,171,459,5.24,0.09,
31885,153,459,4.098,0.06,
32100,51,84,3.118,0.0,
32101,19,28,1.684,0.0,
32102,35,56,2.571,0.0,
32103,36,72,2.611,0.0,
32104,12,24,1.75,0.0,
32105,24,48,1.958,0.0,
32106,71,122,3.479,0.01,
32107,38,62,2.632,0.0,
32108,104,182,4.452,0.02,
32109,54,108,3.426,0.0,
32110,175,316,6.486,0.09,
32111,119,212,4.782,0.03,
32112,63,108,3.127,0.01,
32113,96,192,4.677,0.02,
32114,48,96,2.917,0.0,
32115,144,288,6.09,0.05,
32116,179,326,6.788,0.09,
32117,94,166,4.138,0.03,
32119,150,300,6.627,0.08,
32122,131,236,5.183,0.06,
32124,108,216,4.861,0.04,
32127,174,318,6.494,0.14,
32350,40,51,2.2,0.0,
32351,16,19,1.375,0.0,
32352,28,35,1.821,0.0,
32353,24,36,1.667,0.0,
32354,16,24,1.25,0.0,
32355,8,12,1.0,0.0,
32356,78,104,2.705,0.01,
32357,54,71,2.426,0.0,
32358,30,38,1.8,0.0,
32359,36,54,1.833,0.0,
32360,128,175,3.102,0.03,
32361,48,63,1.938,0.0,
32362,88,119,2.568,0.01,
32363,32,48,2.25,0.0,
32364,64,96,2.375,0.0,
32365,96,144,2.417,0.01,
32366,130,179,3.185,0.03,
32368,70,94,2.3,0.0,
32369,100,150,2.43,0.01,
32370,96,131,2.667,0.02,
32372,180,251,3.483,0.08,
32374,144,216,2.625,0.03,
32375,72,108,2.542,0.01,
32377,126,174,2.984,0.04,
32380,160,223,3.281,0.07,
32384,128,192,3.016,0.03,
32600,9,20,1.667,0.0,
32601,9,36,2.111,0.0,
32602,16,42,1.938,0.0,
32603,16,64,2.25,0.0,
32604,25,72,2.52,0.0,
32605,25,100,2.56,0.0,
32606,36,110,2.889,0.0,
32607,36,144,2.972,0.0,
32608,49,156,3.184,0.0,
32609,49,196,3.408,0.0,
32610,64,210,3.562,0.01,
32611,64,256,3.5,0.01,
32612,81,272,4.037,0.01,
32613,81,324,3.877,0.01,
32614,100,342,4.41,0.02,
32615,100,400,4.2,0.02,
32616,121,420,4.81,0.04,
32617,121,484,4.496,0.04,
32618,144,506,5.181,0.06,
32619,144,576,4.681,0.06,
32620,169,600,5.58,0.09,
32621,169,676,5.006,0.09,
32800,9,20,1.667,0.0,
32801,9,36,2.111,0.0,
32802,16,42,1.938,0.0,
32803,16,64,2.25,0.0,
32804,25,72,2.52,0.0,
32805,25,100,2.56,0.0,
32806,36,110,2.889,0.0,
32807,36,144,2.972,0.0,
32808,49,156,3.184,0.0,
32809,49,196,3.408,0.0,
32810,64,210,3.562,0.01,
32811,64,256,3.5,0.01,
32812,81,272,4.037,0.01,
32813,81,324,3.877,0.01,
32814,100,342,4.41,0.02,
32815,100,400,4.2,0.02,
32816,121,420,4.81,0.04,
32817,121,484,4.496,0.05,
32818,144,506,5.181,0.07,
32819,144,576,4.681,0.06,
32820,169,600,5.58,0.1,
32821,169,676,5.006,0.1,
33000,4,4,1.0,0.0,
33001,4,5,1.0,0.0,
33002,9,14,1.556,0.0,
33003,9,23,1.667,0.0,
33004,16,28,1.625,0.0,
33005,16,40,1.5,0.0,
33006,25,48,2.04,0.0,
33007,25,63,2.36,0.0,
33008,36,72,2.472,0.0,
33009,36,90,2.278,0.0,
33010,49,102,2.776,0.0,
33011,49,123,2.98,0.0,
33012,64,136,3.219,0.01,
33013,64,160,2.984,0.01,
33014,81,176,3.716,0.01,
33015,81,203,3.691,0.01,
33016,100,220,4.18,0.02,
33017,100,250,3.88,0.02,
33018,121,270,4.702,0.04,
33019,121,303,4.661,0.04,
33020,144,324,5.257,0.06,
33021,144,360,4.75,0.06,
33022,169,384,5.911,0.1,
33023,169,423,5.728,0.1,
33200,8,12,1.0,0.0,
33201,16,28,1.75,0.0,
33202,24,44,2.0,0.0,
33203,16,32,1.75,0.0,
33204,24,48,2.0,0.0,
33205,8,12,1.0,0.0,
33206,27,54,2.37,0.0,
33207,54,117,3.37,0.0,
33208,81,180,4.321,0.01,
33209,27,81,3.074,0.0,
33210,54,162,3.611,0.0,
33211,81,243,3.827,0.01,
33212,128,304,6.031,0.04,
33214,64,144,3.906,0.01,
33215,128,384,5.234,0.05,
33217,64,192,4.469,0.01,
33219,125,300,5.872,0.06,
33222,125,375,6.456,0.05,
33400,35,64,1.743,0.0,
33401,35,64,1.743,0.0,
33402,91,216,2.747,0.02,
33403,91,216,2.747,0.01,
33550,16,58,2.062,0.0,
33551,16,58,1.938,0.0,
33552,16,58,1.938,0.0,
33553,32,242,2.969,0.0,
33554,32,242,2.969,0.0,
33555,32,242,2.969,0.0,
33556,64,994,4.609,0.02,
33557,64,994,4.609,0.02,
33558,64,994,4.609,0.02,
33559,128,4034,7.68,0.15,
33560,128,4034,7.68,0.18,
33561,128,4034,7.68,0.16,
33565,24,87,2.5,0.0,
33566,24,87,2.5,0.0,
33567,24,87,2.417,0.0,
33568,48,363,3.604,0.01,
33569,48,363,3.625,0.01,
33570,48,363,3.604,0.01,
33571,96,1491,5.719,0.08,
33572,96,1491,5.729,0.09,
33573,96,1491,5.719,0.08,
33580,32,116,2.75,0.0,
33581,32,116,2.781,0.0,
33582,32,116,2.75,0.0,
33583,64,484,4.188,0.01,
33584,64,484,4.188,0.01,
33585,64,484,4.141,0.01,
33586,128,1988,6.781,0.21,
33587,128,1988,6.781,0.24,
33588,128,1988,6.734,0.13,
33595,40,145,2.975,0.0,
33596,40,145,2.925,0.0,
33597,40,145,3.125,0.0,
33598,80,605,4.725,0.02,
33599,80,605,4.588,0.02,
33600,80,605,4.725,0.02,
33601,160,2485,7.812,0.23,
33602,160,2485,7.688,0.4,
33603,160,2485,7.812,0.37,
33610,48,174,3.438,0.0,
33611,48,174,3.229,0.0,
33612,48,174,3.229,0.0,
33613,96,726,5.323,0.04,
33614,96,726,5.156,0.03,
33615,96,726,5.219,0.03,
33622,56,203,3.625,0.0,
33623,56,203,3.411,0.0,
33624,56,203,3.554,0.0,
33625,112,847,5.759,0.05,
33626,112,847,5.643,0.05,
33627,112,847,5.723,0.05,
33634,64,232,3.797,0.01,
33635,64,232,3.578,0.01,
33636,64,232,3.969,0.01,
33637,128,968,6.133,0.08,
33638,128,968,6.062,0.08,
33639,128,968,6.312,0.08,
33646,72,261,4.111,0.01,
33647,72,261,4.042,0.01,
33648,72,261,4.028,0.01,
33649,144,1089,6.729,0.11,
33650,144,1089,6.75,0.11,
33651,144,1089,6.708,0.11,
33658,80,290,4.412,0.02,
33659,80,290,4.325,0.02,
33660,80,290,4.275,0.02,
33661,160,1210,7.375,0.23,
33662,160,1210,7.162,0.25,
33663,160,1210,7.219,0.21,
33670,88,319,4.705,0.02,
33671,88,319,4.636,0.02,
33672,88,319,4.477,0.02,
33673,176,1331,7.915,0.31,
33674,176,1331,7.83,0.29,
33675,176,1331,7.67,0.29,
33682,96,348,5.021,0.02,
33683,96,348,4.865,0.02,
33684,96,348,4.823,0.02,
33694,104,377,5.365,0.03,
33695,104,377,5.077,0.03,
33696,104,377,5.125,0.02,
33706,120,435,5.692,0.03,
33707,120,435,5.617,0.04,
33708,120,435,5.725,0.04,
33718,128,464,5.875,0.04,
33719,128,464,5.984,0.05,
33720,128,464,6.133,0.05,
33730,144,521,6.389,0.11,
33731,144,522,6.326,0.1,
33732,144,522,6.444,0.11,
33742,160,580,7.112,0.14,
33743,160,580,7.181,0.14,
33744,160,580,7.106,0.15,
33754,176,638,7.648,0.19,
33755,176,638,7.619,0.13,
33756,176,638,7.432,0.13,
34150,25,29,1.52,0.0,
34151,25,29,1.52,0.0,
34152,25,29,1.52,0.0,
34153,25,29,1.52,0.0,
34154,25,20,1.16,0.0,
34155,25,20,1.16,0.0,
34156,25,20,1.16,0.0,
34157,25,20,1.16,0.0,
34158,25,20,1.24,0.0,
34159,25,20,1.24,0.0,
34160,25,20,1.24,0.0,
34161,25,20,1.24,0.0,
34162,28,36,1.643,0.0,
34163,28,36,1.643,0.0,
34164,28,36,1.643,0.0,
34165,28,36,1.643,0.0,
34166,28,23,1.25,0.0,
34167,28,23,1.25,0.0,
34168,28,23,1.25,0.0,
34169,28,23,1.25,0.0,
34170,28,27,1.357,0.0,
34171,28,27,1.357,0.0,
34172,28,27,1.357,0.0,
34173,28,27,1.357,0.0,
34174,30,41,1.8,0.0,
34175,30,41,1.8,0.0,
34176,30,41,1.8,0.0,
34177,30,41,1.8,0.0,
34178,30,26,1.3,0.0,
34179,30,26,1.3,0.0,
34180,30,26,1.3,0.0,
34181,30,26,1.3,0.0,
34182,30,31,1.467,0.0,
34183,30,31,1.467,0.0,
34184,30,31,1.467,0.0,
34185,30,31,1.467,0.0,
34186,33,29,1.273,0.0,
34187,33,29,1.273,0.0,
34188,33,29,1.273,0.0,
34189,33,29,1.273,0.0,
34190,33,22,1.152,0.0,
34191,33,22,1.152,0.0,
34192,33,22,1.152,0.0,
34193,33,22,1.152,0.0,
34194,33,20,1.212,0.0,
34195,33,20,1.212,0.0,
34196,33,20,1.212,0.0,
34197,33,20,1.212,0.0,
34198,37,34,1.514,0.0,
34199,37,34,1.514,0.0,
34200,37,34,1.514,0.0,
