gid,n,e,tmpl_acl,prune_s,err
22671,160,320,5.713,0.11,
22672,160,320,6.519,0.12,
22673,160,320,6.519,0.12,
22674,52,312,4.192,0.01,
22675,160,320,6.787,0.12,
22676,56,336,4.554,0.01,
22677,160,320,6.981,0.13,
22678,160,320,6.869,0.08,
22679,160,320,6.869,0.08,
22680,160,320,6.969,0.08,
22681,160,320,6.969,0.08,
22682,160,320,6.875,0.08,
22683,160,320,6.875,0.08,
22684,72,432,5.542,0.01,
22685,160,320,6.919,0.08,
22686,160,320,7.019,0.09,
22687,160,320,7.019,0.09,
22688,160,320,6.938,0.09,
22689,160,320,6.938,0.09,
22690,160,320,7.169,0.09,
22691,160,320,7.169,0.09,
22692,86,516,6.326,0.01,
22693,160,320,7.019,0.07,
22694,94,564,6.649,0.02,
22695,160,320,7.019,0.09,
22696,160,800,2.8,0.07,
22697,160,800,2.8,0.07,
22698,102,612,7.186,0.02,
22699,160,800,2.8,0.07,
22700,112,672,7.554,0.03,
22701,160,800,2.8,0.07,
22702,160,800,9.531,0.11,
22703,160,800,9.531,0.11,
22704,122,732,8.049,0.05,
22705,160,800,9.481,0.09,
22706,160,800,9.544,0.09,
22707,160,800,9.544,0.1,
22708,144,864,9.181,0.11,
22709,160,800,9.681,0.12,
22710,144,864,9.264,0.06,
22711,160,800,9.588,0.11,
22712,160,800,9.656,0.1,
22713,160,800,9.656,0.1,
22714,160,800,9.744,0.08,
22715,160,800,9.744,0.09,
22716,160,800,9.675,0.1,
22717,160,800,9.675,0.1,
22718,160,800,9.769,0.09,
22719,160,800,9.769,0.1,
22720,160,800,9.806,0.1,
22721,160,800,9.806,0.1,
22722,160,800,9.838,0.11,
22723,160,800,9.838,0.11,
22724,160,800,9.619,0.12,
22725,160,800,9.619,0.12,
22727,160,800,9.744,0.13,
22728,160,800,9.738,0.16,
22729,160,800,9.738,0.15,
22731,160,800,9.863,0.13,
22733,160,1600,4.25,0.17,
22734,160,1600,4.25,0.18,
22735,160,1600,4.25,0.17,
22737,160,1600,4.25,0.17,
22739,160,1600,10.688,0.16,
22741,160,1600,10.725,0.15,
22742,160,1600,10.869,0.15,
22743,160,1600,10.869,0.15,
22745,160,1600,10.769,0.13,
22747,160,1600,10.719,0.17,
22749,160,1600,10.75,0.12,
22750,160,1600,10.887,0.12,
22751,160,1600,10.887,0.07,
22752,160,1600,10.694,0.1,
22753,160,1600,10.694,0.1,
22754,160,1600,10.825,0.08,
22755,160,1600,10.825,0.08,
22757,160,1600,10.869,0.08,
22758,160,1600,10.775,0.08,
22759,160,1600,10.775,0.08,
22760,160,1600,10.756,0.16,
22761,160,1600,10.756,0.15,
22763,160,1600,10.85,0.1,
22764,160,1600,10.744,0.12,
22765,160,1600,10.744,0.12,
22767,160,1600,10.844,0.09,
22768,164,492,2.226,0.05,
22769,164,492,2.226,0.05,
22771,164,492,2.226,0.05,
22773,164,492,2.226,0.05,
22775,164,492,7.701,0.1,
22776,164,492,7.799,0.1,
22777,164,492,7.799,0.1,
22778,164,492,8.006,0.09,
22779,164,492,8.006,0.09,
22781,164,492,8.445,0.1,
22782,164,492,8.311,0.15,
22783,164,492,8.311,0.15,
22784,164,492,8.457,0.14,
22785,164,492,8.457,0.1,
22787,164,492,8.689,0.08,
22788,164,492,8.579,0.1,
22789,164,492,8.579,0.1,
22790,164,492,8.451,0.1,
22791,164,492,8.451,0.1,
22793,164,492,8.713,0.11,
22794,164,492,8.665,0.1,
22795,164,492,8.665,0.11,
22796,164,492,8.634,0.1,
22797,164,492,8.634,0.1,
22798,164,492,8.518,0.1,
22799,164,492,8.518,0.1,
22801,164,492,8.518,0.14,
22803,164,492,8.518,0.14,
22805,170,1020,2.953,0.14,
22807,170,1020,2.953,0.14,
22809,170,1020,2.953,0.14,
22810,170,1020,10.524,0.23,
22811,170,1020,10.524,0.23,
22812,170,1020,10.6,0.2,
22813,170,1020,10.6,0.14,
22814,170,1020,10.482,0.12,
22815,170,1020,10.482,0.12,
22816,170,1020,10.576,0.13,
22817,170,1020,10.576,0.13,
22819,170,1020,10.459,0.13,
22821,170,1020,10.606,0.12,
22822,170,1020,10.576,0.12,
22823,170,1020,10.576,0.13,
22825,170,1020,10.571,0.16,
22826,170,1020,10.647,0.13,
22827,170,1020,10.647,0.13,
22828,170,1020,10.659,0.14,
22829,170,1020,10.659,0.13,
22830,170,1020,10.635,0.13,
22831,170,1020,10.635,0.13,
22833,170,1020,10.588,0.13,
22835,170,1020,10.682,0.11,
22837,170,1020,10.665,0.13,
22839,170,1020,10.671,0.13,
22840,172,688,2.517,0.07,
22841,172,688,2.517,0.07,
22843,172,688,2.517,0.08,
22845,172,688,2.517,0.08,
22846,14,84,2.214,0.0,
22847,172,688,9.39,0.14,
22848,172,688,9.238,0.14,
22849,172,688,9.238,0.14,
22850,172,688,9.541,0.13,
22851,172,688,9.541,0.12,
22852,172,688,9.709,0.13,
22853,172,688,9.709,0.13,
22854,18,108,2.5,0.0,
22855,172,688,9.512,0.14,
22856,20,120,2.7,0.0,
22857,172,688,9.884,0.12,
22858,172,688,9.802,0.12,
22859,172,688,9.802,0.12,
22860,172,688,9.843,0.12,
22861,172,688,9.843,0.12,
22862,172,688,9.901,0.12,
22863,172,688,9.901,0.12,
22864,26,156,2.923,0.0,
22865,172,688,9.919,0.14,
22866,172,688,9.884,0.12,
22867,172,688,9.884,0.12,
22868,172,688,9.831,0.12,
22869,172,688,9.831,0.12,
22870,172,688,9.692,0.13,
22871,172,688,9.692,0.14,
22872,30,180,3.133,0.0,
22873,172,688,9.924,0.12,
22874,34,204,3.471,0.0,
22875,172,688,9.762,0.15,
22876,174,348,1.511,0.05,
22877,174,348,1.511,0.05,
22878,174,348,1.511,0.08,
22879,40,240,3.675,0.0,
22880,174,348,6.523,0.15,
22881,174,348,6.207,0.15,
22882,174,348,6.207,0.14,
22883,174,348,6.466,0.14,
22884,174,348,6.466,0.14,
22885,48,288,4.104,0.01,
22886,174,348,7.218,0.16,
22887,174,348,7.27,0.17,
22888,174,348,7.27,0.17,
22889,174,348,6.92,0.15,
22890,174,348,6.92,0.17,
22891,174,348,7.356,0.14,
22892,174,348,7.356,0.11,
22893,56,336,4.571,0.0,
22894,174,348,7.172,0.11,
22895,62,372,5.016,0.01,
22896,174,348,7.494,0.12,
22897,66,396,5.212,0.01,
22898,174,348,7.46,0.12,
22899,174,348,7.552,0.12,
22900,174,348,7.552,0.11,
22901,174,348,7.54,0.11,
22902,174,348,7.54,0.12,
22903,174,348,7.506,0.12,
22904,174,348,7.506,0.12,
22905,78,468,5.731,0.01,
22906,174,348,7.333,0.12,
22907,86,516,6.198,0.01,
22908,174,348,7.213,0.12,
22909,174,870,2.816,0.09,
22910,174,870,2.816,0.08,
22911,174,870,2.816,0.08,
22912,174,870,2.816,0.09,
22913,174,870,2.816,0.09,
22914,174,870,2.816,0.09,
22915,112,672,7.562,0.03,
22916,174,870,10.017,0.13,
22917,112,672,7.571,0.03,
22918,174,870,9.983,0.13,
22919,174,870,10.109,0.15,
22920,174,870,10.109,0.15,
22921,174,870,10.431,0.13,
22922,174,870,10.431,0.13,
22923,132,792,8.606,0.05,
22924,174,870,10.207,0.14,
22925,174,870,10.351,0.14,
22926,174,870,10.351,0.15,
22927,156,936,9.846,0.1,
22928,174,870,10.414,0.12,
22929,174,870,10.414,0.14,
22930,174,870,10.414,0.14,
22931,170,1020,10.635,0.13,
22932,174,870,10.397,0.13,
22934,174,870,10.569,0.12,
22936,174,870,10.345,0.15,
22938,174,870,10.466,0.13,
22939,174,870,10.569,0.12,
22940,174,870,10.569,0.12,
22941,174,870,10.546,0.12,
22942,174,870,10.546,0.12,
22943,174,870,10.431,0.14,
22944,174,870,10.431,0.14,
22945,174,1740,4.287,0.14,
22946,174,1740,4.287,0.14,
22947,174,1740,4.287,0.14,
22948,174,1740,4.287,0.14,
22949,174,1740,4.287,0.14,
22950,174,1740,4.287,0.14,
22952,174,1740,11.489,0.14,
22954,174,1740,11.506,0.13,
22956,174,1740,11.569,0.19,
22958,174,1740,11.678,0.19,
22959,174,1740,11.649,0.19,
22960,174,1740,11.649,0.19,
22961,174,1740,11.598,0.19,
22962,174,1740,11.598,0.19,
22964,174,1740,11.69,0.2,
22965,174,1740,11.575,0.2,
22966,174,1740,11.575,0.18,
22968,174,1740,11.661,0.18,
22970,174,1740,11.667,0.17,
22972,174,1740,11.621,0.2,
22974,174,1740,11.649,0.15,
22975,174,1740,11.747,0.18,
22976,174,1740,11.747,0.19,
22977,174,1740,11.701,0.19,
22978,174,1740,11.701,0.12,
22979,174,1740,11.626,0.12,
22980,174,1740,11.626,0.13,
22981,178,534,2.225,0.06,
22982,178,534,2.225,0.06,
22984,178,534,2.225,0.06,
22986,178,534,2.225,0.06,
22988,178,534,8.303,0.14,
22989,178,534,8.236,0.13,
22990,178,534,8.236,0.13,
22991,178,534,8.343,0.13,
22992,178,534,8.343,0.12,
22994,178,534,9.073,0.12,
22995,178,534,8.82,0.14,
22996,178,534,8.82,0.14,
22997,178,534,9.011,0.11,
22998,178,534,9.011,0.12,
22999,178,534,9.27,0.12,
23000,178,534,9.27,0.12,
23001,178,534,9.146,0.16,
23002,178,534,9.146,0.15,
23003,178,534,9.281,0.13,
23004,178,534,9.281,0.13,
23005,178,534,9.258,0.15,
23006,178,534,9.258,0.15,
23008,178,534,9.23,0.14,
23010,178,534,9.303,0.14,
23012,178,534,9.258,0.13,
23013,178,534,9.264,0.13,
23014,178,534,9.264,0.12,
23015,178,534,9.253,0.15,
23016,178,534,9.253,0.15,
23064,14,84,2.214,0.0,
23066,16,96,2.125,0.0,
23070,18,108,2.611,0.0,
23072,20,120,2.55,0.0,
23076,22,132,2.727,0.0,
23078,24,144,2.708,0.0,
23082,26,156,3.038,0.0,
23084,28,168,3.214,0.0,
23086,30,180,3.167,0.0,
23094,36,216,3.556,0.0,
23096,40,240,3.6,0.0,
23098,44,264,3.955,0.0,
23100,44,264,3.977,0.0,
23102,48,288,4.167,0.0,
23106,52,312,4.385,0.0,
23108,56,336,4.5,0.0,
23112,62,372,4.919,0.01,
23114,66,396,5.152,0.01,
23116,72,432,5.306,0.01,
23120,78,468,5.769,0.01,
23124,86,516,6.314,0.01,
23132,112,672,7.536,0.03,
23140,144,864,9.375,0.06,
23142,144,864,9.25,0.06,
23144,156,936,9.904,0.09,
23148,170,1020,10.671,0.13,
23278,22,220,2.818,0.0,
23280,22,220,2.818,0.0,
23282,24,240,2.833,0.0,
23286,26,260,3.231,0.0,
23288,28,280,3.286,0.0,
23292,32,320,3.25,0.0,
23294,34,340,3.529,0.0,
23296,38,380,3.526,0.0,
23300,40,400,3.5,0.0,
23305,48,480,3.667,0.01,
23311,58,580,3.931,0.01,
23319,68,680,4.0,0.01,
23321,74,740,4.054,0.02,
23323,80,800,4.0,0.02,
23331,96,960,4.083,0.03,
23333,104,1040,4.115,0.03,
23337,114,1140,4.211,0.05,
23341,134,1340,4.224,0.07,
23345,146,1460,4.274,0.09,
23351,174,1740,4.287,0.14,
23471,22,220,2.818,0.0,
23473,22,220,2.818,0.0,
23475,24,240,2.792,0.0,
23477,26,260,3.308,0.0,
23484,32,320,3.375,0.0,
23486,34,340,3.765,0.0,
23488,34,340,3.618,0.0,
23494,40,400,3.775,0.0,
23502,52,520,4.673,0.01,
23504,58,580,5.0,0.01,
23506,58,580,4.966,0.01,
23514,74,740,6.014,0.01,
23516,80,800,6.125,0.01,
23518,80,800,6.3,0.01,
23520,88,880,6.636,0.02,
23522,96,960,6.854,0.02,
23524,96,960,7.094,0.02,
23530,114,1140,8.035,0.04,
23536,134,1340,9.41,0.04,
23540,160,1600,10.688,0.1,
23542,160,1600,10.869,0.1,
23666,22,220,2.818,0.0,
23672,26,260,3.192,0.0,
23674,28,280,3.321,0.0,
23676,32,320,3.312,0.0,
23678,32,320,3.344,0.0,
23680,34,340,3.676,0.0,
23682,38,380,3.816,0.0,
23684,38,380,3.816,0.0,
23688,44,440,4.182,0.0,
23697,58,580,5.052,0.01,
23699,58,580,5.017,0.01,
23703,68,680,5.529,0.01,
23705,68,680,5.588,0.01,
23707,74,740,6.0,0.02,
23715,96,960,7.198,0.04,
23717,96,960,7.156,0.03,
23719,104,1040,7.731,0.02,
23727,134,1340,9.425,0.07,
23729,134,1340,9.336,0.08,
23731,146,1460,10.048,0.08,
23737,174,1740,11.649,0.17,
23859,22,220,2.818,0.0,
23861,24,240,2.833,0.0,
23863,26,260,3.192,0.0,
23869,32,320,3.312,0.0,
23871,32,320,3.281,0.0,
23873,34,340,3.706,0.0,
23881,44,440,4.205,0.0,
23885,48,480,4.333,0.0,
23889,52,520,4.808,0.0,
23903,80,800,6.15,0.01,
23905,88,880,6.557,0.02,
23913,104,1040,7.558,0.02,
23915,114,1140,8.272,0.04,
23919,124,1240,8.774,0.03,
23921,134,1340,9.321,0.04,
23923,146,1460,10.062,0.09,
23931,174,1740,11.661,0.12,
24054,24,240,2.792,0.0,
24056,26,260,3.308,0.0,
24058,26,260,3.269,0.0,
24060,28,280,3.286,0.0,
24062,32,320,3.344,0.0,
24066,34,340,3.647,0.0,
24068,38,380,3.763,0.0,
24072,40,400,3.775,0.0,
24074,44,440,4.25,0.0,
24076,44,440,4.205,0.0,
24080,52,520,4.769,0.01,
24082,52,520,4.654,0.0,
24086,62,620,5.242,0.01,
24088,62,620,5.226,0.01,
24090,68,680,5.647,0.01,
24094,74,740,5.892,0.01,
24096,80,800,6.188,0.01,
24098,88,880,6.659,0.01,
24100,88,880,6.648,0.01,
24102,96,960,7.052,0.03,
24104,104,1040,7.567,0.02,
24108,114,1140,8.202,0.04,
24112,124,1240,8.863,0.05,
24116,146,1460,10.137,0.06,
24251,26,260,3.154,0.0,
24253,28,280,3.286,0.0,
24255,32,320,3.375,0.0,
24257,32,320,3.344,0.0,
24259,34,340,3.618,0.0,
24267,44,440,4.227,0.0,
24269,44,440,4.25,0.0,
24273,52,520,4.692,0.0,
24275,52,520,4.731,0.0,
24277,58,580,4.983,0.01,
24279,62,620,5.129,0.01,
24281,62,620,5.177,0.01,
24283,68,680,5.574,0.01,
24291,88,880,6.682,0.02,
24293,88,880,6.625,0.01,
24295,96,960,7.094,0.02,
24297,104,1040,7.615,0.02,
24299,104,1040,7.663,0.02,
24301,114,1140,8.263,0.03,
24305,124,1240,8.742,0.04,
24311,146,1460,9.945,0.07,
24315,174,1740,11.747,0.13,
30100,20,3,1.0,0.0,
30101,20,3,1.0,0.0,
30102,20,3,1.0,0.0,
30103,20,3,1.0,0.0,
30104,20,6,1.0,0.0,
30105,20,6,1.0,0.0,
30106,20,6,1.0,0.0,
30107,20,6,1.0,0.0,
30108,20,8,1.1,0.0,
30109,20,8,1.1,0.0,
30110,20,8,1.1,0.0,
30111,20,8,1.1,0.0,
30112,20,14,1.1,0.0,
30113,20,14,1.1,0.0,
30114,20,14,1.1,0.0,
30115,20,14,1.1,0.0,
30116,20,18,1.3,0.0,
30117,20,18,1.3,0.0,
30118,20,18,1.3,0.0,
30119,20,18,1.3,0.0,
30120,20,16,1.35,0.0,
30121,20,16,1.35,0.0,
30122,20,16,1.35,0.0,
30123,20,16,1.35,0.0,
30124,20,22,1.55,0.0,
30125,20,22,1.55,0.0,
30126,20,22,1.55,0.0,
30127,20,22,1.55,0.0,
30128,20,21,1.55,0.0,
30129,20,21,1.55,0.0,
30130,20,21,1.55,0.0,
30131,20,21,1.55,0.0,
30132,20,29,1.6,0.0,
30133,20,29,1.6,0.0,
30134,20,29,1.6,0.0,
30135,20,29,1.6,0.0,
30136,20,16,1.4,0.0,
30137,20,16,1.4,0.0,
30138,20,16,1.4,0.0,
30139,20,16,1.4,0.0,
30140,20,23,1.55,0.0,
30141,20,23,1.55,0.0,
30142,20,23,1.55,0.0,
30143,20,23,1.55,0.0,
30144,20,18,1.45,0.0,
30145,20,18,1.45,0.0,
30146,20,18,1.45,0.0,
30147,20,18,1.45,0.0,
30148,20,28,1.6,0.0,
30149,20,28,1.6,0.0,
30150,20,31,1.85,0.0,
30151,20,31,1.85,0.0,
30152,20,26,1.5,0.0,
30153,20,26,1.5,0.0,
30154,20,35,1.6,0.0,
30155,20,35,1.6,0.0,
30156,20,35,1.6,0.0,
30157,20,35,1.6,0.0,
30158,20,33,1.75,0.0,
30159,20,33,1.75,0.0,
30160,20,33,1.75,0.0,
30161,20,33,1.75,0.0,
30162,20,41,2.25,0.0,
30163,20,41,2.25,0.0,
30164,20,41,2.25,0.0,
30165,20,41,2.25,0.0,
30166,24,11,1.083,0.0,
30167,24,11,1.083,0.0,
30168,24,11,1.083,0.0,
30169,24,11,1.083,0.0,
30170,24,9,1.042,0.0,
30171,24,9,1.042,0.0,
30172,24,9,1.042,0.0,
30173,24,9,1.042,0.0,
30174,24,12,1.125,0.0,
30175,24,12,1.125,0.0,
30176,24,12,1.125,0.0,
30177,24,12,1.125,0.0,
30178,24,22,1.292,0.0,
30179,24,22,1.292,0.0,
30180,24,22,1.292,0.0,
30181,24,22,1.292,0.0,
30182,24,24,1.292,0.0,
30183,24,24,1.292,0.0,
30184,24,24,1.292,0.0,
30185,24,24,1.292,0.0,
30186,24,17,1.333,0.0,
30187,24,17,1.333,0.0,
30188,24,17,1.333,0.0,
30189,24,17,1.333,0.0,
30190,24,37,1.792,0.0,
30191,24,37,1.792,0.0,
30192,24,37,1.792,0.0,
30193,24,37,1.792,0.0,
30194,24,34,1.708,0.0,
30195,24,34,1.708,0.0,
30196,24,34,1.708,0.0,
30197,24,34,1.708,0.0,
30198,24,35,1.958,0.0,
30199,24,35,1.958,0.0,
30200,24,35,1.958,0.0,
30201,24,35,1.958,0.0,
30202,24,27,1.542,0.0,
30203,24,27,1.542,0.0,
30204,24,27,1.542,0.0,
30205,24,27,1.542,0.0,
30206,24,31,1.792,0.0,
30207,24,31,1.792,0.0,
30208,24,31,1.792,0.0,
30209,24,31,1.792,0.0,
30210,24,20,1.375,0.0,
30211,24,20,1.375,0.0,
30212,24,20,1.375,0.0,
30213,24,20,1.375,0.0,
30214,24,39,1.5,0.0,
30215,24,39,1.5,0.0,
30216,24,45,1.958,0.0,
30217,24,45,1.958,0.0,
30218,24,33,1.625,0.0,
30219,24,33,1.625,0.0,
30220,24,54,2.083,0.0,
30221,24,54,2.083,0.0,
30222,24,54,2.083,0.0,
30223,24,54,2.083,0.0,
30224,24,56,2.125,0.0,
30225,24,56,2.125,0.0,
30226,24,56,2.125,0.0,
30227,24,56,2.125,0.0,
30228,24,47,1.833,0.0,
30229,24,47,1.833,0.0,
30230,24,47,1.833,0.0,
30231,24,47,1.833,0.0,
30232,28,6,1.036,0.0,
30233,28,6,1.036,0.0,
30234,28,16,1.25,0.0,
30235,28,16,1.25,0.0,
30236,28,12,1.0,0.0,
30237,28,12,1.0,0.0,
30238,28,38,1.893,0.0,
30239,28,38,1.893,0.0,
30240,28,31,1.607,0.0,
30241,28,31,1.607,0.0,
30242,28,31,1.786,0.0,
30243,28,31,1.786,0.0,
30244,28,42,1.857,0.0,
30245,28,42,1.857,0.0,
30246,28,44,2.179,0.0,
30247,28,44,2.179,0.0,
30248,28,49,1.929,0.0,
30249,28,49,1.929,0.0,
30250,28,47,2.143,0.0,
30251,28,47,2.143,0.0,
30252,28,38,1.964,0.0,
30253,28,38,1.964,0.0,
30254,28,38,1.75,0.0,
30255,28,38,1.75,0.0,
30256,28,61,2.179,0.0,
30257,28,56,2.393,0.0,
30258,28,51,2.036,0.0,
30259,28,63,2.464,0.0,
30260,28,63,2.464,0.0,
30261,28,63,2.393,0.0,
30262,28,63,2.393,0.0,
30263,28,70,2.536,0.0,
30264,28,70,2.536,0.0,
30265,32,18,1.188,0.0,
30266,32,18,1.188,0.0,
30267,32,18,1.188,0.0,
30268,32,18,1.188,0.0,
30269,32,22,1.281,0.0,
30270,32,22,1.281,0.0,
30271,32,22,1.281,0.0,
30272,32,22,1.281,0.0,
30273,32,20,1.281,0.0,
30274,32,20,1.281,0.0,
30275,32,20,1.281,0.0,
30276,32,20,1.281,0.0,
30277,32,46,2.0,0.0,
30278,32,46,2.0,0.0,
30279,32,46,2.0,0.0,
30280,32,46,2.0,0.0,
30281,32,35,1.5,0.0,
30282,32,35,1.5,0.0,
30283,32,35,1.5,0.0,
30284,32,35,1.5,0.0,
30285,32,42,1.75,0.0,
30286,32,42,1.75,0.0,
30287,32,42,1.75,0.0,
30288,32,42,1.75,0.0,
30289,32,64,2.406,0.0,
30290,32,64,2.406,0.0,
30291,32,64,2.406,0.0,
30292,32,64,2.406,0.0,
30293,32,67,2.625,0.0,
30294,32,67,2.625,0.0,
30295,32,67,2.625,0.0,
30296,32,67,2.625,0.0,
30297,32,71,2.375,0.0,
30298,32,71,2.375,0.0,
30299,32,71,2.375,0.0,
30300,32,71,2.375,0.0,
30301,32,56,2.094,0.0,
30302,32,56,2.094,0.0,
30303,32,56,2.094,0.0,
30304,32,56,2.094,0.0,
30305,32,45,1.906,0.0,
30306,32,45,1.906,0.0,
30307,32,45,1.906,0.0,
30308,32,45,1.906,0.0,
30309,32,51,2.062,0.0,
30310,32,51,2.062,0.0,
30311,32,51,2.062,0.0,
30312,32,51,2.062,0.0,
30313,32,75,2.719,0.0,
30314,32,75,2.719,0.0,
30315,32,62,2.094,0.0,
30316,32,62,2.094,0.0,
30317,32,74,2.688,0.0,
30318,32,74,2.688,0.0,
30319,32,94,2.812,0.0,
30320,32,94,2.812,0.0,
30321,32,94,2.812,0.0,
30322,32,94,2.812,0.0,
30323,32,99,2.594,0.0,
30324,32,99,2.594,0.0,
30325,32,99,2.594,0.0,
30326,32,99,2.594,0.0,
30327,32,99,2.719,0.0,
30328,32,99,2.719,0.0,
30329,32,99,2.719,0.0,
30330,32,99,2.719,0.0,
30331,36,25,1.361,0.0,
30332,36,25,1.361,0.0,
30333,36,30,1.556,0.0,
30334,36,30,1.556,0.0,
30335,36,33,1.611,0.0,
30336,36,33,1.611,0.0,
30337,36,51,2.139,0.0,
30338,36,51,2.139,0.0,
30339,36,61,2.306,0.0,
30340,36,61,2.306,0.0,
30341,36,65,2.333,0.0,
30342,36,65,2.333,0.0,
30343,36,70,2.722,0.0,
30344,36,70,2.722,0.0,
30345,36,85,2.667,0.0,
30346,36,85,2.667,0.0,
30347,36,91,2.75,0.0,
30348,36,91,2.75,0.0,
30349,36,66,2.389,0.0,
30350,36,66,2.389,0.0,
30351,36,80,2.583,0.0,
30352,36,80,2.583,0.0,
30353,36,81,2.861,0.0,
30354,36,81,2.861,0.0,
30355,36,93,2.833,0.0,
30356,36,109,2.917,0.0,
30357,36,106,2.861,0.0,
30358,36,114,2.944,0.0,
30359,36,114,2.944,0.0,
30360,36,132,3.194,0.0,
30361,36,132,3.194,0.0,
30362,36,129,3.139,0.0,
30363,36,129,3.139,0.0,
30364,40,22,1.325,0.0,
30365,40,22,1.325,0.0,
30366,40,34,1.575,0.0,
30367,40,34,1.575,0.0,
30368,40,40,1.75,0.0,
30369,40,40,1.75,0.0,
30370,40,60,2.275,0.0,
30371,40,60,2.275,0.0,
30372,40,73,2.35,0.0,
30373,40,73,2.35,0.0,
30374,40,68,2.425,0.0,
30375,40,68,2.425,0.0,
30376,40,106,3.175,0.0,
30377,40,106,3.175,0.0,
30378,40,91,2.875,0.0,
30379,40,91,2.875,0.0,
30380,40,104,2.925,0.0,
30381,40,104,2.925,0.0,
30382,40,78,2.575,0.0,
30383,40,78,2.575,0.0,
30384,40,96,2.65,0.0,
30385,40,96,2.65,0.0,
30386,40,88,2.5,0.0,
30387,40,88,2.5,0.0,
30388,40,117,3.025,0.0,
30389,40,130,3.15,0.0,
30390,40,120,3.075,0.0,
30391,40,165,3.475,0.0,
30392,40,165,3.475,0.0,
30393,40,142,3.275,0.0,
30394,40,142,3.275,0.0,
30395,40,158,3.5,0.0,
30396,40,158,3.5,0.0,
30397,44,30,1.432,0.0,
30398,44,30,1.432,0.0,
30399,44,29,1.5,0.0,
30400,44,29,1.5,0.0,
30401,44,45,1.909,0.0,
30402,44,45,1.909,0.0,
30403,44,79,2.409,0.0,
30404,44,79,2.409,0.0,
30405,44,68,2.364,0.0,
30406,44,68,2.364,0.0,
30407,44,87,2.455,0.0,
30408,44,87,2.455,0.0,
30409,44,124,3.25,0.0,
30410,44,124,3.25,0.0,
30411,44,110,2.977,0.0,
30412,44,110,2.977,0.0,
30413,44,128,3.182,0.0,
30414,44,128,3.182,0.0,
30415,44,103,2.659,0.0,
30416,44,103,2.659,0.0,
30417,44,95,2.886,0.0,
30418,44,95,2.886,0.0,
30419,44,109,2.886,0.0,
30420,44,109,2.886,0.0,
30421,44,149,3.205,0.0,
30422,44,133,3.318,0.0,
30423,44,153,3.523,0.0,
30424,44,195,3.795,0.0,
30425,44,195,3.795,0.0,
30426,44,182,3.591,0.0,
30427,44,182,3.591,0.0,
30428,44,191,3.818,0.0,
30429,44,191,3.818,0.01,
30430,52,62,2.154,0.0,
30431,52,62,2.154,0.0,
30432,52,67,2.135,0.0,
30433,52,67,2.135,0.0,
30434,52,49,1.865,0.0,
30435,52,49,1.865,0.0,
30436,52,127,3.154,0.0,
30437,52,127,3.154,0.0,
30438,52,125,3.115,0.0,
30439,52,125,3.115,0.0,
30440,52,116,3.212,0.0,
30441,52,116,3.212,0.0,
30442,52,154,3.885,0.0,
30443,52,154,3.885,0.0,
30444,52,168,3.481,0.0,
30445,52,168,3.481,0.0,
30446,52,140,3.5,0.0,
30447,52,140,3.5,0.0,
30448,52,158,3.596,0.0,
30449,52,158,3.596,0.0,
30450,52,163,3.558,0.0,
30451,52,163,3.558,0.0,
30452,52,143,3.423,0.0,
30453,52,143,3.423,0.0,
30454,52,225,4.173,0.0,
30455,52,221,4.0,0.0,
30456,52,205,3.846,0.0,
30457,52,254,4.25,0.0,
30458,52,254,4.25,0.0,
30459,52,272,4.308,0.0,
30460,52,272,4.308,0.0,
30461,52,235,4.135,0.0,
30462,52,235,4.135,0.0,
30463,56,64,2.446,0.0,
30464,56,64,2.446,0.0,
30465,56,79,2.714,0.0,
30466,56,79,2.714,0.0,
30467,56,64,2.232,0.0,
30468,56,64,2.232,0.0,
30469,56,121,3.232,0.0,
30470,56,121,3.232,0.0,
30471,56,129,3.375,0.0,
30472,56,129,3.375,0.0,
30473,56,117,3.125,0.0,
30474,56,117,3.125,0.0,
30475,56,155,3.679,0.0,
30476,56,155,3.679,0.0,
30477,56,171,4.071,0.0,
30478,56,171,4.071,0.0,
30479,56,186,3.661,0.0,
30480,56,186,3.661,0.0,
30481,56,153,3.696,0.0,
30482,56,153,3.696,0.0,
30483,56,176,3.696,0.0,
30484,56,176,3.696,0.0,
30485,56,151,3.536,0.0,
30486,56,151,3.536,0.0,
30487,56,232,4.071,0.0,
30488,56,247,4.179,0.0,
30489,56,229,4.071,0.01,
30490,56,269,4.375,0.0,
30491,56,269,4.375,0.0,
30492,56,278,4.411,0.0,
30493,56,278,4.411,0.01,
30494,56,302,4.286,0.01,
30495,56,302,4.286,0.01,
30496,60,69,2.183,0.01,
30497,60,69,2.183,0.0,
30498,60,69,2.167,0.0,
30499,60,69,2.167,0.0,
30500,60,60,1.983,0.0,
30501,60,60,1.983,0.01,
30502,60,128,3.517,0.01,
30503,60,128,3.517,0.01,
30504,60,132,3.6,0.01,
30505,60,132,3.6,0.01,
30506,60,146,3.5,0.01,
30507,60,146,3.5,0.01,
30508,60,206,3.983,0.01,
30509,60,206,3.983,0.01,
30510,60,201,4.067,0.01,
30511,60,201,4.067,0.01,
30512,60,222,4.433,0.01,
30513,60,222,4.433,0.01,
30514,60,161,3.7,0.01,
30515,60,161,3.7,0.01,
30516,60,184,4.117,0.01,
30517,60,184,4.117,0.01,
30518,60,188,4.0,0.01,
30519,60,188,4.0,0.01,
