gkey,target,method,eseed,acl,maxchain,qubits
ER_n18_d0.6_g1,pegasus_3,reweave,0,2.388888888888889,3,43
ER_n18_d0.6_g1,pegasus_3,reweave,1,2.3333333333333335,3,42
ER_n18_d0.6_g1,pegasus_3,reweave-thorough,0,2.2222222222222223,3,40
ER_n18_d0.6_g1,pegasus_3,reweave-thorough,1,2.2777777777777777,3,41
ER_n18_d0.6_g1,pegasus_3,mmfork-cuthill,0,2.2777777777777777,3,41
ER_n18_d0.6_g1,pegasus_3,mmfork-cuthill,1,2.2777777777777777,3,41
ER_n18_d0.6_g1,pegasus_3,mmfork-portfolio,0,2.2777777777777777,3,41
ER_n18_d0.6_g1,pegasus_3,mmfork-portfolio,1,2.2222222222222223,3,40
ER_n18_d0.6_g1,pegasus_3_broken5,minorminer,0,2.5,3,45
ER_n18_d0.6_g1,pegasus_3_broken5,minorminer,1,2.388888888888889,3,43
ER_n18_d0.6_g1,pegasus_3_broken5,minorminer-layout,0,2.4444444444444446,3,44
ER_n18_d0.6_g1,pegasus_3_broken5,minorminer-layout,1,2.5555555555555554,4,46
ER_n18_d0.6_g1,pegasus_3_broken5,reweave,0,2.5,3,45
ER_n18_d0.6_g1,pegasus_3_broken5,reweave,1,2.388888888888889,3,43
ER_n18_d0.6_g1,pegasus_3_broken5,reweave-thorough,0,2.2222222222222223,3,40
ER_n18_d0.6_g1,pegasus_3_broken5,reweave-thorough,1,2.3333333333333335,3,42
ER_n18_d0.6_g1,pegasus_3_broken5,mmfork-cuthill,0,2.3333333333333335,3,42
ER_n18_d0.6_g1,pegasus_3_broken5,mmfork-cuthill,1,2.2222222222222223,3,40
ER_n18_d0.6_g1,pegasus_3_broken5,mmfork-portfolio,0,2.2222222222222223,3,40
ER_n18_d0.6_g1,pegasus_3_broken5,mmfork-portfolio,1,2.2222222222222223,3,40
ER_n18_d0.8_g0,pegasus_3,minorminer,0,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3,minorminer,1,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3,minorminer-layout,0,2.3333333333333335,3,42
ER_n18_d0.8_g0,pegasus_3,minorminer-layout,1,2.3333333333333335,3,42
ER_n18_d0.8_g0,pegasus_3,reweave,0,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3,reweave,1,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3,reweave-thorough,0,2.3333333333333335,3,42
ER_n18_d0.8_g0,pegasus_3,reweave-thorough,1,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3,mmfork-cuthill,0,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3,mmfork-cuthill,1,2.3333333333333335,3,42
ER_n18_d0.8_g0,pegasus_3,mmfork-portfolio,0,2.2222222222222223,3,40
ER_n18_d0.8_g0,pegasus_3,mmfork-portfolio,1,2.2777777777777777,3,41
ER_n18_d0.8_g0,pegasus_3_broken5,minorminer,0,2.5,3,45
ER_n18_d0.8_g0,pegasus_3_broken5,minorminer,1,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3_broken5,minorminer-layout,0,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3_broken5,minorminer-layout,1,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3_broken5,reweave,0,2.5,3,45
ER_n18_d0.8_g0,pegasus_3_broken5,reweave,1,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3_broken5,reweave-thorough,0,2.3333333333333335,3,42
ER_n18_d0.8_g0,pegasus_3_broken5,reweave-thorough,1,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3_broken5,mmfork-cuthill,0,2.4444444444444446,3,44
ER_n18_d0.8_g0,pegasus_3_broken5,mmfork-cuthill,1,2.611111111111111,4,47
ER_n18_d0.8_g0,pegasus_3_broken5,mmfork-portfolio,0,2.388888888888889,3,43
ER_n18_d0.8_g0,pegasus_3_broken5,mmfork-portfolio,1,2.3333333333333335,3,42
ER_n18_d0.8_g1,pegasus_3,minorminer,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3,minorminer,1,2.5555555555555554,3,46
ER_n18_d0.8_g1,pegasus_3,minorminer-layout,0,2.5,3,45
ER_n18_d0.8_g1,pegasus_3,minorminer-layout,1,2.5,3,45
ER_n18_d0.8_g1,pegasus_3,reweave,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3,reweave,1,2.5555555555555554,3,46
ER_n18_d0.8_g1,pegasus_3,reweave-thorough,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3,reweave-thorough,1,2.5,3,45
ER_n18_d0.8_g1,pegasus_3,mmfork-cuthill,0,2.388888888888889,3,43
ER_n18_d0.8_g1,pegasus_3,mmfork-cuthill,1,2.5,3,45
ER_n18_d0.8_g1,pegasus_3,mmfork-portfolio,0,2.388888888888889,3,43
ER_n18_d0.8_g1,pegasus_3,mmfork-portfolio,1,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3_broken5,minorminer,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3_broken5,minorminer,1,2.8333333333333335,3,51
ER_n18_d0.8_g1,pegasus_3_broken5,minorminer-layout,0,2.5,3,45
ER_n18_d0.8_g1,pegasus_3_broken5,minorminer-layout,1,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3_broken5,reweave,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3_broken5,reweave,1,2.7777777777777777,3,50
ER_n18_d0.8_g1,pegasus_3_broken5,reweave-thorough,0,2.388888888888889,3,43
ER_n18_d0.8_g1,pegasus_3_broken5,reweave-thorough,1,2.5,3,45
ER_n18_d0.8_g1,pegasus_3_broken5,mmfork-cuthill,0,2.5,3,45
ER_n18_d0.8_g1,pegasus_3_broken5,mmfork-cuthill,1,2.5,3,45
ER_n18_d0.8_g1,pegasus_3_broken5,mmfork-portfolio,0,2.4444444444444446,3,44
ER_n18_d0.8_g1,pegasus_3_broken5,mmfork-portfolio,1,2.4444444444444446,3,44
REG_n12_d4_g0,pegasus_3,minorminer,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,minorminer,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,minorminer-layout,0,1.25,2,15
REG_n12_d4_g0,pegasus_3,minorminer-layout,1,1.3333333333333333,2,16
REG_n12_d4_g0,pegasus_3,reweave,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,reweave,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,reweave-thorough,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,reweave-thorough,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,mmfork-cuthill,0,1.1666666666666667,2,14
REG_n12_d4_g0,pegasus_3,mmfork-cuthill,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,mmfork-portfolio,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3,mmfork-portfolio,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,minorminer,0,1.1666666666666667,2,14
REG_n12_d4_g0,pegasus_3_broken5,minorminer,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,minorminer-layout,0,1.25,2,15
REG_n12_d4_g0,pegasus_3_broken5,minorminer-layout,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,reweave,0,1.1666666666666667,2,14
REG_n12_d4_g0,pegasus_3_broken5,reweave,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,reweave-thorough,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,reweave-thorough,1,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,mmfork-cuthill,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,mmfork-cuthill,1,1.25,2,15
REG_n12_d4_g0,pegasus_3_broken5,mmfork-portfolio,0,1.0833333333333333,2,13
REG_n12_d4_g0,pegasus_3_broken5,mmfork-portfolio,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,minorminer,0,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3,minorminer,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,minorminer-layout,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,minorminer-layout,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,reweave,0,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3,reweave,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,reweave-thorough,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,reweave-thorough,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,mmfork-cuthill,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,mmfork-cuthill,1,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3,mmfork-portfolio,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3,mmfork-portfolio,1,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3_broken5,minorminer,0,1.25,2,15
REG_n12_d4_g1,pegasus_3_broken5,minorminer,1,1.4166666666666667,2,17
REG_n12_d4_g1,pegasus_3_broken5,minorminer-layout,0,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3_broken5,minorminer-layout,1,1.3333333333333333,2,16
REG_n12_d4_g1,pegasus_3_broken5,reweave,0,1.25,2,15
REG_n12_d4_g1,pegasus_3_broken5,reweave,1,1.4166666666666667,2,17
REG_n12_d4_g1,pegasus_3_broken5,reweave-thorough,0,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3_broken5,reweave-thorough,1,1.1666666666666667,2,14
REG_n12_d4_g1,pegasus_3_broken5,mmfork-cuthill,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3_broken5,mmfork-cuthill,1,1.25,2,15
REG_n12_d4_g1,pegasus_3_broken5,mmfork-portfolio,0,1.0833333333333333,2,13
REG_n12_d4_g1,pegasus_3_broken5,mmfork-portfolio,1,1.1666666666666667,2,14
REG_n12_d6_g0,pegasus_3,minorminer,0,1.5,3,18
REG_n12_d6_g0,pegasus_3,minorminer,1,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3,minorminer-layout,0,1.5833333333333333,2,19
REG_n12_d6_g0,pegasus_3,minorminer-layout,1,1.5,2,18
REG_n12_d6_g0,pegasus_3,reweave,0,1.5,3,18
REG_n12_d6_g0,pegasus_3,reweave,1,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3,reweave-thorough,0,1.5,3,18
REG_n12_d6_g0,pegasus_3,reweave-thorough,1,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3,mmfork-cuthill,0,1.5,2,18
REG_n12_d6_g0,pegasus_3,mmfork-cuthill,1,1.6666666666666667,2,20
REG_n12_d6_g0,pegasus_3,mmfork-portfolio,0,1.3333333333333333,2,16
REG_n12_d6_g0,pegasus_3,mmfork-portfolio,1,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3_broken5,minorminer,0,1.5833333333333333,2,19
REG_n12_d6_g0,pegasus_3_broken5,minorminer,1,1.5,3,18
REG_n12_d6_g0,pegasus_3_broken5,minorminer-layout,0,1.5833333333333333,2,19
REG_n12_d6_g0,pegasus_3_broken5,minorminer-layout,1,1.6666666666666667,2,20
REG_n12_d6_g0,pegasus_3_broken5,reweave,0,1.5,2,18
REG_n12_d6_g0,pegasus_3_broken5,reweave,1,1.5,3,18
REG_n12_d6_g0,pegasus_3_broken5,reweave-thorough,0,1.5,2,18
REG_n12_d6_g0,pegasus_3_broken5,reweave-thorough,1,1.3333333333333333,2,16
REG_n12_d6_g0,pegasus_3_broken5,mmfork-cuthill,0,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3_broken5,mmfork-cuthill,1,1.5833333333333333,2,19
REG_n12_d6_g0,pegasus_3_broken5,mmfork-portfolio,0,1.4166666666666667,2,17
REG_n12_d6_g0,pegasus_3_broken5,mmfork-portfolio,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3,minorminer,0,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3,minorminer,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3,minorminer-layout,0,1.5,2,18
REG_n12_d6_g1,pegasus_3,minorminer-layout,1,1.5,2,18
REG_n12_d6_g1,pegasus_3,reweave,0,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3,reweave,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3,reweave-thorough,0,1.3333333333333333,2,16
REG_n12_d6_g1,pegasus_3,reweave-thorough,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3,mmfork-cuthill,0,1.5,3,18
REG_n12_d6_g1,pegasus_3,mmfork-cuthill,1,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3,mmfork-portfolio,0,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3,mmfork-portfolio,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3_broken5,minorminer,0,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,minorminer,1,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,minorminer-layout,0,1.5,3,18
REG_n12_d6_g1,pegasus_3_broken5,minorminer-layout,1,1.6666666666666667,3,20
REG_n12_d6_g1,pegasus_3_broken5,reweave,0,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,reweave,1,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,reweave-thorough,0,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,reweave-thorough,1,1.4166666666666667,2,17
REG_n12_d6_g1,pegasus_3_broken5,mmfork-cuthill,0,1.3333333333333333,2,16
REG_n12_d6_g1,pegasus_3_broken5,mmfork-cuthill,1,1.5833333333333333,2,19
REG_n12_d6_g1,pegasus_3_broken5,mmfork-portfolio,0,1.3333333333333333,2,16
REG_n12_d6_g1,pegasus_3_broken5,mmfork-portfolio,1,1.5833333333333333,2,19
REG_n16_d4_g0,pegasus_3,minorminer,0,1.0625,2,17
REG_n16_d4_g0,pegasus_3,minorminer,1,1.25,2,20
REG_n16_d4_g0,pegasus_3,minorminer-layout,0,1.25,2,20
REG_n16_d4_g0,pegasus_3,minorminer-layout,1,1.1875,2,19
REG_n16_d4_g0,pegasus_3,reweave,0,1.0625,2,17
REG_n16_d4_g0,pegasus_3,reweave,1,1.25,2,20
REG_n16_d4_g0,pegasus_3,reweave-thorough,0,1.0625,2,17
REG_n16_d4_g0,pegasus_3,reweave-thorough,1,1.125,2,18
REG_n16_d4_g0,pegasus_3,mmfork-cuthill,0,1.125,2,18
REG_n16_d4_g0,pegasus_3,mmfork-cuthill,1,1.125,2,18
REG_n16_d4_g0,pegasus_3,mmfork-portfolio,0,1.0625,2,17
REG_n16_d4_g0,pegasus_3,mmfork-portfolio,1,1.125,2,18
REG_n16_d4_g0,pegasus_3_broken5,minorminer,0,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,minorminer,1,1.25,2,20
REG_n16_d4_g0,pegasus_3_broken5,minorminer-layout,0,1.375,2,22
REG_n16_d4_g0,pegasus_3_broken5,minorminer-layout,1,1.25,2,20
REG_n16_d4_g0,pegasus_3_broken5,reweave,0,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,reweave,1,1.25,2,20
REG_n16_d4_g0,pegasus_3_broken5,reweave-thorough,0,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,reweave-thorough,1,1.125,2,18
REG_n16_d4_g0,pegasus_3_broken5,mmfork-cuthill,0,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,mmfork-cuthill,1,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,mmfork-portfolio,0,1.1875,2,19
REG_n16_d4_g0,pegasus_3_broken5,mmfork-portfolio,1,1.0625,2,17
REG_n16_d4_g1,pegasus_3,minorminer,0,1.375,3,22
REG_n16_d4_g1,pegasus_3,minorminer,1,1.25,2,20
REG_n16_d4_g1,pegasus_3,minorminer-layout,0,1.25,2,20
REG_n16_d4_g1,pegasus_3,minorminer-layout,1,1.25,2,20
REG_n16_d4_g1,pegasus_3,reweave,0,1.375,3,22
REG_n16_d4_g1,pegasus_3,reweave,1,1.25,2,20
REG_n16_d4_g1,pegasus_3,reweave-thorough,0,1.125,2,18
REG_n16_d4_g1,pegasus_3,reweave-thorough,1,1.1875,2,19
REG_n16_d4_g1,pegasus_3,mmfork-cuthill,0,1.1875,2,19
REG_n16_d4_g1,pegasus_3,mmfork-cuthill,1,1.25,2,20
REG_n16_d4_g1,pegasus_3,mmfork-portfolio,0,1.125,2,18
REG_n16_d4_g1,pegasus_3,mmfork-portfolio,1,1.1875,2,19
REG_n16_d4_g1,pegasus_3_broken5,minorminer,0,1.3125,2,21
REG_n16_d4_g1,pegasus_3_broken5,minorminer,1,1.25,2,20
REG_n16_d4_g1,pegasus_3_broken5,minorminer-layout,0,1.4375,3,23
REG_n16_d4_g1,pegasus_3_broken5,minorminer-layout,1,1.375,2,22
REG_n16_d4_g1,pegasus_3_broken5,reweave,0,1.3125,2,21
REG_n16_d4_g1,pegasus_3_broken5,reweave,1,1.25,2,20
REG_n16_d4_g1,pegasus_3_broken5,reweave-thorough,0,1.125,2,18
REG_n16_d4_g1,pegasus_3_broken5,reweave-thorough,1,1.125,2,18
REG_n16_d4_g1,pegasus_3_broken5,mmfork-cuthill,0,1.3125,2,21
REG_n16_d4_g1,pegasus_3_broken5,mmfork-cuthill,1,1.3125,2,21
REG_n16_d4_g1,pegasus_3_broken5,mmfork-portfolio,0,1.125,2,18
REG_n16_d4_g1,pegasus_3_broken5,mmfork-portfolio,1,1.1875,2,19
REG_n16_d6_g0,pegasus_3,minorminer,0,1.6875,2,27
REG_n16_d6_g0,pegasus_3,minorminer,1,1.5625,2,25
REG_n16_d6_g0,pegasus_3,minorminer-layout,0,1.5,2,24
REG_n16_d6_g0,pegasus_3,minorminer-layout,1,1.75,3,28
REG_n16_d6_g0,pegasus_3,reweave,0,1.6875,2,27
REG_n16_d6_g0,pegasus_3,reweave,1,1.5625,2,25
REG_n16_d6_g0,pegasus_3,reweave-thorough,0,1.5,2,24
REG_n16_d6_g0,pegasus_3,reweave-thorough,1,1.5625,2,25
REG_n16_d6_g0,pegasus_3,mmfork-cuthill,0,1.5625,2,25
REG_n16_d6_g0,pegasus_3,mmfork-cuthill,1,1.6875,3,27
REG_n16_d6_g0,pegasus_3,mmfork-portfolio,0,1.4375,2,23
REG_n16_d6_g0,pegasus_3,mmfork-portfolio,1,1.4375,2,23
REG_n16_d6_g0,pegasus_3_broken5,minorminer,0,1.875,3,30
REG_n16_d6_g0,pegasus_3_broken5,minorminer,1,1.6875,2,27
REG_n16_d6_g0,pegasus_3_broken5,minorminer-layout,0,1.6875,2,27
REG_n16_d6_g0,pegasus_3_broken5,minorminer-layout,1,1.6875,2,27
REG_n16_d6_g0,pegasus_3_broken5,reweave,0,1.875,3,30
REG_n16_d6_g0,pegasus_3_broken5,reweave,1,1.6875,2,27
REG_n16_d6_g0,pegasus_3_broken5,reweave-thorough,0,1.5625,2,25
REG_n16_d6_g0,pegasus_3_broken5,reweave-thorough,1,1.5,2,24
REG_n16_d6_g0,pegasus_3_broken5,mmfork-cuthill,0,1.8125,2,29
REG_n16_d6_g0,pegasus_3_broken5,mmfork-cuthill,1,1.75,2,28
REG_n16_d6_g0,pegasus_3_broken5,mmfork-portfolio,0,1.5625,2,25
REG_n16_d6_g0,pegasus_3_broken5,mmfork-portfolio,1,1.5625,3,25
REG_n16_d6_g1,pegasus_3,minorminer,0,1.4375,2,23
REG_n16_d6_g1,pegasus_3,minorminer,1,1.5,2,24
REG_n16_d6_g1,pegasus_3,minorminer-layout,0,1.75,2,28
REG_n16_d6_g1,pegasus_3,minorminer-layout,1,1.6875,3,27
REG_n16_d6_g1,pegasus_3,reweave,0,1.4375,2,23
REG_n16_d6_g1,pegasus_3,reweave,1,1.5,2,24
REG_n16_d6_g1,pegasus_3,reweave-thorough,0,1.4375,2,23
REG_n16_d6_g1,pegasus_3,reweave-thorough,1,1.5,2,24
REG_n16_d6_g1,pegasus_3,mmfork-cuthill,0,1.625,2,26
REG_n16_d6_g1,pegasus_3,mmfork-cuthill,1,1.625,2,26
REG_n16_d6_g1,pegasus_3,mmfork-portfolio,0,1.4375,2,23
REG_n16_d6_g1,pegasus_3,mmfork-portfolio,1,1.5,2,24
REG_n16_d6_g1,pegasus_3_broken5,minorminer,0,1.6875,3,27
REG_n16_d6_g1,pegasus_3_broken5,minorminer,1,1.625,2,26
REG_n16_d6_g1,pegasus_3_broken5,minorminer-layout,0,1.6875,3,27
REG_n16_d6_g1,pegasus_3_broken5,minorminer-layout,1,1.625,2,26
REG_n16_d6_g1,pegasus_3_broken5,reweave,0,1.6875,3,27
REG_n16_d6_g1,pegasus_3_broken5,reweave,1,1.625,2,26
REG_n16_d6_g1,pegasus_3_broken5,reweave-thorough,0,1.5625,2,25
REG_n16_d6_g1,pegasus_3_broken5,reweave-thorough,1,1.5625,2,25
REG_n16_d6_g1,pegasus_3_broken5,mmfork-cuthill,0,1.625,2,26
REG_n16_d6_g1,pegasus_3_broken5,mmfork-cuthill,1,1.875,2,30
REG_n16_d6_g1,pegasus_3_broken5,mmfork-portfolio,0,1.5625,2,25
REG_n16_d6_g1,pegasus_3_broken5,mmfork-portfolio,1,1.625,2,26
