topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
Z12,100,0.10101010101010101,102,ramp2h,ramp,14,4.0,SUCCESS,1,4.57,4.52,8,457,3.675,508,
Z12,100,0.10101010101010101,103,ramp2h,ramp,0,4.0,SUCCESS,1,4.49,4.44,9,449,3.6112,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,2,4.0,SUCCESS,1,4.63,4.51,9,463,3.5162,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,2,4.0,SUCCESS,1,4.63,4.51,9,463,3.4707,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,4,4.0,SUCCESS,1,4.48,4.39,8,448,3.5265,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,4,4.0,SUCCESS,1,4.48,4.39,8,448,3.5237,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,11,4.0,SUCCESS,1,4.67,4.49,8,467,3.0551,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,11,4.0,SUCCESS,1,4.67,4.49,8,467,3.0482,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,3,4.0,SUCCESS,1,4.76,4.56,9,476,3.7222,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,3,4.0,SUCCESS,1,4.76,4.56,9,476,3.902,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,14,4.0,SUCCESS,1,4.55,4.37,9,455,2.8188,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,14,4.0,SUCCESS,1,4.55,4.37,9,455,2.8836,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,9,4.0,SUCCESS,1,4.6,4.48,8,460,3.9205,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,9,4.0,SUCCESS,1,4.6,4.48,8,460,3.9242,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,6,4.0,SUCCESS,1,4.4,4.26,8,440,4.2446,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,6,4.0,SUCCESS,1,4.4,4.26,8,440,4.3153,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,12,4.0,SUCCESS,1,4.46,4.29,8,446,4.054,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,12,4.0,SUCCESS,1,4.46,4.29,8,446,4.0624,500,
Z12,100,0.10101010101010101,102,ramp2,ramp,10,4.0,SUCCESS,1,4.68,4.42,8,468,5.278,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,10,4.0,SUCCESS,1,4.68,4.42,8,468,5.2832,508,
Z12,100,0.10101010101010101,104,ramp2,ramp,0,4.0,SUCCESS,1,4.7,4.54,9,470,3.1623,495,
Z12,100,0.10101010101010101,104,ramp2h,ramp,0,4.0,SUCCESS,1,4.7,4.54,9,470,3.223,495,
Z12,100,0.10101010101010101,104,ramp2,ramp,11,4.0,SUCCESS,1,5.16,4.86,9,516,1.9955,495,
Z12,100,0.10101010101010101,104,ramp2h,ramp,11,4.0,SUCCESS,1,5.16,4.86,9,516,2.0224,495,
Z12,100,0.10101010101010101,104,ramp2,ramp,8,4.0,SUCCESS,1,4.62,4.53,9,462,2.8432,495,
Z12,100,0.10101010101010101,104,ramp2,ramp,10,4.0,SUCCESS,1,5.08,4.91,10,508,2.6727,495,
Z12,100,0.10101010101010101,104,ramp2h,ramp,10,4.0,SUCCESS,1,5.08,4.91,10,508,2.6687,495,
