topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,180,0.055865921787709494,102,tree-union,tree,0,1,SUCCESS,1,9.6556,9.2278,20,1738,11.1942,877,
P16,180,0.055865921787709494,101,tree-union,tree,3,1,SUCCESS,1,9.2278,8.7778,19,1661,20.8549,911,
P16,140,0.07194244604316546,104,beta-2.0,beta,0,2.0,TIMEOUT,0,,,,,60.5077,718,
P16,180,0.055865921787709494,101,stock,stock,3,,SUCCESS,1,9.0778,8.7444,19,1634,21.1413,911,
P16,180,0.055865921787709494,102,boltz-2.0,root,0,2.0,SUCCESS,1,9.5278,9.1278,21,1715,11.2239,877,
P16,180,0.055865921787709494,102,stock,stock,1,,SUCCESS,1,9.5278,9.1222,21,1715,8.6596,877,
P16,140,0.07194244604316546,105,beta-dhat,beta,4,4.0,SUCCESS,1,7.5,7.25,14,1050,31.5856,730,
P16,180,0.055865921787709494,101,boltz-2.0,root,4,2.0,SUCCESS,1,9.3222,8.9444,20,1678,14.6409,911,
P16,180,0.055865921787709494,101,beta-dhat,beta,0,4.0,SUCCESS,1,8.5389,8.1611,18,1537,29.1673,911,
P16,180,0.055865921787709494,102,boltz-8.0,root,0,8.0,SUCCESS,1,10.2833,9.8056,22,1851,12.1933,877,
P16,180,0.055865921787709494,101,tree-union,tree,4,1,SUCCESS,1,9.8333,9.3,20,1770,17.7077,911,
P16,180,0.055865921787709494,102,tree-sph,tree,1,2,SUCCESS,1,9.1,8.85,21,1638,10.0305,877,
P16,140,0.07194244604316546,104,beta-2.0,beta,1,2.0,TIMEOUT,0,,,,,60.7937,718,
P16,180,0.055865921787709494,102,tree-sph,tree,2,2,SUCCESS,1,10.6278,10.3056,25,1913,6.1402,877,
P16,180,0.055865921787709494,102,stock,stock,2,,SUCCESS,1,9.6944,9.2778,22,1745,8.1691,877,
P16,180,0.055865921787709494,102,boltz-0.5,root,1,0.5,SUCCESS,1,9.2,8.8444,19,1656,11.8651,877,
P16,180,0.055865921787709494,102,beta-dhat,beta,0,5.0,SUCCESS,1,9.4667,9.0611,20,1704,14.0445,877,
P16,180,0.055865921787709494,102,boltz-8.0,root,3,8.0,SUCCESS,1,11.4944,10.9278,23,2069,4.7429,877,
P16,180,0.055865921787709494,102,stock,stock,0,,SUCCESS,1,8.7778,8.4278,19,1580,17.814,877,
P16,180,0.055865921787709494,102,boltz-0.5,root,2,0.5,SUCCESS,1,10.5056,9.9333,21,1891,8.2568,877,
P16,180,0.055865921787709494,102,boltz-2.0,root,1,2.0,SUCCESS,1,9.4778,9.1,21,1706,12.7712,877,
